Kategori,Isi
HRD,Data Karyawan: Ahmad Hidayat (NIK: 0061346755382356) Gaji Rp 13jt.
Keuangan,"Transfer Rp 67,000,000 ke Bank BNI rek 3264867209 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 82.32.28.183 dengan API Key WQGAEEU8J2T50M4ZJM0J terdeteksi.
Keuangan,"Transfer Rp 20,000,000 ke Bank BRI rek 3921561466 a/n Budi Santoso."
Keuangan,"Transfer Rp 65,000,000 ke Bank BNI rek 9820850095 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 226.23.16.133 dengan API Key X68IXJFGDUQG9YDI90EE terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 64,000,000 ke Bank BNI rek 9146741780 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 16,000,000 ke Bank Mandiri rek 5116082811 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 5,000,000 ke Bank BNI rek 0538023013 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 147.35.28.78 dengan API Key ACLW58BN9CCPV0L4ZAYT terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Rizky Pratama (NIK: 1203159020105525) Gaji Rp 47jt.
HRD,Data Karyawan: Siti Aminah (NIK: 0408023080671825) Gaji Rp 7jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 61.81.218.175 dengan API Key YFQKGNB50O3DN71SEAD0 terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 9613562350682876) Gaji Rp 30jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1541054125859037) Gaji Rp 28jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1066376858583167) Gaji Rp 41jt.
IT Security,Peringatan: Akses server via IP 105.237.83.28 dengan API Key K55CFJWT3XQP98T0EDID terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 0354773621889287) Gaji Rp 35jt.
Keuangan,"Transfer Rp 28,000,000 ke Bank BCA rek 3219927706 a/n Siti Aminah."
Keuangan,"Transfer Rp 90,000,000 ke Bank BCA rek 7886738260 a/n Budi Santoso."
HRD,Data Karyawan: Siti Aminah (NIK: 4593528770511663) Gaji Rp 34jt.
IT Security,Peringatan: Akses server via IP 106.32.21.113 dengan API Key LE5P4XA5YZGK5PNEYQZC terdeteksi.
IT Security,Peringatan: Akses server via IP 157.5.231.175 dengan API Key FDIKA7XZR8EMTWENNNHW terdeteksi.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 0224830314305088) Gaji Rp 20jt.
IT Security,Peringatan: Akses server via IP 153.80.235.147 dengan API Key JZY5K4J7XWBC590EL6R4 terdeteksi.
Keuangan,"Transfer Rp 58,000,000 ke Bank Mandiri rek 5919456254 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 84,000,000 ke Bank BNI rek 1515499550 a/n Rizky Pratama."
Keuangan,"Transfer Rp 47,000,000 ke Bank Mandiri rek 6456243511 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 37,000,000 ke Bank BNI rek 0031197092 a/n Dewi Lestari."
Keuangan,"Transfer Rp 11,000,000 ke Bank BCA rek 9122932122 a/n Ahmad Hidayat."
HRD,Data Karyawan: Dewi Lestari (NIK: 3502887915465473) Gaji Rp 18jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 3670282556350447) Gaji Rp 24jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 6,000,000 ke Bank BRI rek 6048826614 a/n Siti Aminah."
HRD,Data Karyawan: Budi Santoso (NIK: 7733312783115462) Gaji Rp 17jt.
IT Security,Peringatan: Akses server via IP 146.244.243.21 dengan API Key RDT3UQTZUFSUL1JVEARC terdeteksi.
IT Security,Peringatan: Akses server via IP 59.29.255.191 dengan API Key BS1Q67MGHUBPQ0Z99UIJ terdeteksi.
Keuangan,"Transfer Rp 64,000,000 ke Bank Mandiri rek 6315487592 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 89,000,000 ke Bank BRI rek 8121469411 a/n Rizky Pratama."
IT Security,Peringatan: Akses server via IP 236.17.215.185 dengan API Key BOPTHEVOMT9M7QMVIZJC terdeteksi.
IT Security,Peringatan: Akses server via IP 84.176.180.242 dengan API Key S8UMLK9AG0JDC1EXSRLD terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 45,000,000 ke Bank BNI rek 3257368329 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 64.39.160.187 dengan API Key UH6P0QXSI950W2YCOMXM terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Rizky Pratama (NIK: 2023816009623543) Gaji Rp 34jt.
IT Security,Peringatan: Akses server via IP 65.4.51.192 dengan API Key 93N7T1O6T3GF8ZEVC4IM terdeteksi.
IT Security,Peringatan: Akses server via IP 59.12.43.14 dengan API Key KP78T8GZ7XVVK6RXSD3J terdeteksi.
IT Security,Peringatan: Akses server via IP 222.82.79.154 dengan API Key 57DIH8XERVIQUV99EJ9X terdeteksi.
IT Security,Peringatan: Akses server via IP 182.142.171.61 dengan API Key 4LOV3GTCGO57IG1QEI64 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 1994804998670391) Gaji Rp 36jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 70,000,000 ke Bank BRI rek 9861400266 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 244.38.255.39 dengan API Key MQM3EVGNRKB6NAVPJLKP terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 6239483305199651) Gaji Rp 5jt.
HRD,Data Karyawan: Siti Aminah (NIK: 8459940372677318) Gaji Rp 50jt.
Keuangan,"Transfer Rp 56,000,000 ke Bank Mandiri rek 1164085933 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 43,000,000 ke Bank BRI rek 3905193797 a/n Budi Santoso."
Keuangan,"Transfer Rp 36,000,000 ke Bank BNI rek 7758659502 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 141.17.65.83 dengan API Key ZBOSWEIAI9NAORTYOSFR terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 9987150267855910) Gaji Rp 34jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 201.123.214.148 dengan API Key NQUCGA2SP86X07I552GC terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 59,000,000 ke Bank BNI rek 4492187916 a/n Ahmad Hidayat."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 2264511667666608) Gaji Rp 37jt.
Keuangan,"Transfer Rp 1,000,000 ke Bank BRI rek 5153385933 a/n Siti Aminah."
HRD,Data Karyawan: Budi Santoso (NIK: 5315174434324195) Gaji Rp 44jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 3583046846956905) Gaji Rp 25jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 8191105984581117) Gaji Rp 22jt.
Keuangan,"Transfer Rp 91,000,000 ke Bank Mandiri rek 3726112306 a/n Rizky Pratama."
Keuangan,"Transfer Rp 17,000,000 ke Bank BRI rek 1519811995 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 252.148.131.61 dengan API Key Y7V21AINKJ7GKAD1KR6R terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Dewi Lestari (NIK: 4131765064252603) Gaji Rp 43jt.
HRD,Data Karyawan: Siti Aminah (NIK: 7197512246875796) Gaji Rp 16jt.
IT Security,Peringatan: Akses server via IP 202.156.215.61 dengan API Key SHC997D4UMF4VUSZINLJ terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 4730589442713316) Gaji Rp 34jt.
IT Security,Peringatan: Akses server via IP 209.164.218.38 dengan API Key MWGTM617E9N238TO35GC terdeteksi.
IT Security,Peringatan: Akses server via IP 236.21.31.58 dengan API Key 4SRFMXOU519YLSEMK8QF terdeteksi.
IT Security,Peringatan: Akses server via IP 203.9.250.192 dengan API Key YOX9KW3BZCO060N93ETO terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 1727465251361782) Gaji Rp 30jt.
HRD,Data Karyawan: Budi Santoso (NIK: 0777177280789501) Gaji Rp 35jt.
Keuangan,"Transfer Rp 65,000,000 ke Bank BRI rek 5727278181 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 65.135.208.167 dengan API Key DA76I0017BH8MPKF1ABY terdeteksi.
IT Security,Peringatan: Akses server via IP 70.148.134.238 dengan API Key 80A0R0NNZ6CS25DZQ4NS terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 0560516641447308) Gaji Rp 40jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 7055674192452694) Gaji Rp 39jt.
HRD,Data Karyawan: Siti Aminah (NIK: 3880199693348301) Gaji Rp 23jt.
HRD,Data Karyawan: Budi Santoso (NIK: 2682070495088908) Gaji Rp 20jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 6104537683134155) Gaji Rp 38jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Budi Santoso (NIK: 3954393539312703) Gaji Rp 40jt.
IT Security,Peringatan: Akses server via IP 43.171.181.32 dengan API Key KVOXOIQOVRGJD18I8MSG terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 3404027156296301) Gaji Rp 12jt.
Keuangan,"Transfer Rp 65,000,000 ke Bank BRI rek 8640102738 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 51,000,000 ke Bank BNI rek 3552716722 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 99,000,000 ke Bank Mandiri rek 4298957636 a/n Budi Santoso."
Keuangan,"Transfer Rp 67,000,000 ke Bank Mandiri rek 3971969248 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 59.144.240.190 dengan API Key S41XD8KMVM7VFE2MOCB2 terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 2305413045690083) Gaji Rp 32jt.
Keuangan,"Transfer Rp 73,000,000 ke Bank BCA rek 0050278778 a/n Siti Aminah."
Keuangan,"Transfer Rp 99,000,000 ke Bank BNI rek 0013967085 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 6481007104810283) Gaji Rp 50jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 8,000,000 ke Bank BCA rek 7373628657 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 182.132.26.178 dengan API Key H7OJJYBILJKGCAVV89HD terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 46,000,000 ke Bank BCA rek 7064184781 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 14,000,000 ke Bank Mandiri rek 0204338686 a/n Dewi Lestari."
Keuangan,"Transfer Rp 47,000,000 ke Bank BNI rek 1373867419 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 2391659496303903) Gaji Rp 28jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 1419527347216950) Gaji Rp 34jt.
IT Security,Peringatan: Akses server via IP 15.19.30.138 dengan API Key IXV6BSHDLBA6TWRCTOWY terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 117.123.228.162 dengan API Key NJS8FWX1PEGZCZEK2DKE terdeteksi.
IT Security,Peringatan: Akses server via IP 37.135.112.163 dengan API Key 9ZPNI3K4OGZ41D01Q0EI terdeteksi.
IT Security,Peringatan: Akses server via IP 26.10.33.5 dengan API Key 2A1PLRO2GLEWW1E41P3N terdeteksi.
IT Security,Peringatan: Akses server via IP 211.25.172.212 dengan API Key ON7W47LHMUTNDDWQYE2A terdeteksi.
HRD,Data Karyawan: Siti Aminah (NIK: 1672625967290978) Gaji Rp 43jt.
HRD,Data Karyawan: Rizky Pratama (NIK: 2158150116593876) Gaji Rp 47jt.
HRD,Data Karyawan: Dewi Lestari (NIK: 4409579122205673) Gaji Rp 27jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 2,000,000 ke Bank BRI rek 1382938645 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 19,000,000 ke Bank BCA rek 4426107118 a/n Dewi Lestari."
HRD,Data Karyawan: Rizky Pratama (NIK: 3889719605917423) Gaji Rp 39jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 16,000,000 ke Bank BCA rek 5694432435 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 44,000,000 ke Bank BNI rek 7595462853 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 27.212.104.198 dengan API Key 546CQNQM898ZOYS4IGR3 terdeteksi.
Keuangan,"Transfer Rp 37,000,000 ke Bank BNI rek 0070429351 a/n Dewi Lestari."
HRD,Data Karyawan: Dewi Lestari (NIK: 2560095742613866) Gaji Rp 27jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 5145072073042369) Gaji Rp 46jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 16.72.223.103 dengan API Key Q6WTE6BPO0DHOE9C4LF0 terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 7247828696399241) Gaji Rp 12jt.
Keuangan,"Transfer Rp 27,000,000 ke Bank BCA rek 3263567913 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 216.188.61.163 dengan API Key ENGVD8XX75MDNH9WJ9IR terdeteksi.
Keuangan,"Transfer Rp 68,000,000 ke Bank BNI rek 5367902565 a/n Dewi Lestari."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 3699802955847964) Gaji Rp 26jt.
Keuangan,"Transfer Rp 57,000,000 ke Bank Mandiri rek 4372458035 a/n Ahmad Hidayat."
HRD,Data Karyawan: Dewi Lestari (NIK: 6595871612545079) Gaji Rp 42jt.
HRD,Data Karyawan: Budi Santoso (NIK: 4930775358049670) Gaji Rp 24jt.
HRD,Data Karyawan: Siti Aminah (NIK: 4342718542036323) Gaji Rp 6jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 76,000,000 ke Bank Mandiri rek 3316119208 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 183.19.102.199 dengan API Key K23OB8C7UKIP5XNZSGAR terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 9807786752539244) Gaji Rp 9jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 6982777527191283) Gaji Rp 5jt.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 4484023317765455) Gaji Rp 20jt.
Keuangan,"Transfer Rp 80,000,000 ke Bank Mandiri rek 7726065999 a/n Siti Aminah."
Keuangan,"Transfer Rp 91,000,000 ke Bank Mandiri rek 2150711391 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 0057892143856424) Gaji Rp 8jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 35,000,000 ke Bank BCA rek 5004607812 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 216.127.230.219 dengan API Key 8BWWJL578SSE7PNC6MFU terdeteksi.
Keuangan,"Transfer Rp 97,000,000 ke Bank BCA rek 6582430950 a/n Ahmad Hidayat."
HRD,Data Karyawan: Siti Aminah (NIK: 3466747540628843) Gaji Rp 39jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 21,000,000 ke Bank BNI rek 3803779990 a/n Siti Aminah."
HRD,Data Karyawan: Dewi Lestari (NIK: 0373112263396162) Gaji Rp 47jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 80,000,000 ke Bank BCA rek 1989161739 a/n Budi Santoso."
Keuangan,"Transfer Rp 52,000,000 ke Bank BCA rek 7736036384 a/n Ahmad Hidayat."
Keuangan,"Transfer Rp 73,000,000 ke Bank BCA rek 9921958792 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 5252341169910886) Gaji Rp 32jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 73.105.176.56 dengan API Key OMDI4WPIBNU8VT12ZVMU terdeteksi.
IT Security,Peringatan: Akses server via IP 129.38.171.69 dengan API Key S6OB8PATLUD8HMJ95OGS terdeteksi.
IT Security,Peringatan: Akses server via IP 246.198.186.247 dengan API Key 5N87NJEA95718RWHDZ5W terdeteksi.
Keuangan,"Transfer Rp 88,000,000 ke Bank BCA rek 6553837315 a/n Budi Santoso."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 59.124.187.189 dengan API Key JUUN8JT8RDNA5WA2CT5Y terdeteksi.
IT Security,Peringatan: Akses server via IP 206.212.224.7 dengan API Key UT80T02U1H5K4EIFSGII terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Dewi Lestari (NIK: 5713165246294362) Gaji Rp 38jt.
IT Security,Peringatan: Akses server via IP 5.36.145.32 dengan API Key 2J8Q7LXXLQXNCKEYA1UO terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
HRD,Data Karyawan: Budi Santoso (NIK: 6683757247135160) Gaji Rp 39jt.
HRD,Data Karyawan: Budi Santoso (NIK: 7632593474039737) Gaji Rp 45jt.
IT Security,Peringatan: Akses server via IP 97.88.254.56 dengan API Key PJNBIJCT8TOQHDKZUICA terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 171.14.171.234 dengan API Key 4X7AEHAX5D9LKAEJYQC1 terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 4399328357899970) Gaji Rp 10jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 4526457845622034) Gaji Rp 23jt.
Keuangan,"Transfer Rp 39,000,000 ke Bank Mandiri rek 2823913223 a/n Rizky Pratama."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 13,000,000 ke Bank Mandiri rek 7683464806 a/n Dewi Lestari."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Ahmad Hidayat (NIK: 3715839877806677) Gaji Rp 50jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 235.169.54.190 dengan API Key P7S6KE1AYS0SIBZA5N9X terdeteksi.
HRD,Data Karyawan: Rizky Pratama (NIK: 0854417962456918) Gaji Rp 26jt.
Keuangan,"Transfer Rp 33,000,000 ke Bank BRI rek 9280453291 a/n Budi Santoso."
HRD,Data Karyawan: Budi Santoso (NIK: 5439069934741398) Gaji Rp 47jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 70,000,000 ke Bank BRI rek 2231724557 a/n Dewi Lestari."
Keuangan,"Transfer Rp 39,000,000 ke Bank BRI rek 4855034913 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 103.160.177.33 dengan API Key 3XW78FDR6NA3CUYXF9DA terdeteksi.
HRD,Data Karyawan: Budi Santoso (NIK: 1530320858590166) Gaji Rp 15jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
HRD,Data Karyawan: Budi Santoso (NIK: 1246942223392077) Gaji Rp 7jt.
IT Security,Peringatan: Akses server via IP 32.255.206.119 dengan API Key 0ZZCAQDSV7TJU1PNVAZ2 terdeteksi.
Keuangan,"Transfer Rp 57,000,000 ke Bank BRI rek 7837100893 a/n Budi Santoso."
HRD,Data Karyawan: Ahmad Hidayat (NIK: 8013191016367636) Gaji Rp 8jt.
Keuangan,"Transfer Rp 78,000,000 ke Bank BNI rek 7067027010 a/n Ahmad Hidayat."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 70.69.173.64 dengan API Key LTMW53P7MT0GFLJOJX72 terdeteksi.
Keuangan,"Transfer Rp 49,000,000 ke Bank BNI rek 8051810407 a/n Siti Aminah."
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 47,000,000 ke Bank BCA rek 0040909716 a/n Budi Santoso."
Keuangan,"Transfer Rp 82,000,000 ke Bank Mandiri rek 5416622747 a/n Ahmad Hidayat."
IT Security,Peringatan: Akses server via IP 144.168.77.254 dengan API Key X7LVK7F12JNPID6TUEWZ terdeteksi.
IT Security,Peringatan: Akses server via IP 10.228.75.159 dengan API Key DQW70HQICX497Z6AWVQ5 terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
IT Security,Peringatan: Akses server via IP 224.69.195.25 dengan API Key O3UJQK3KASP9P4AB74GW terdeteksi.
Keuangan,"Transfer Rp 75,000,000 ke Bank Mandiri rek 9666530281 a/n Budi Santoso."
IT Security,Peringatan: Akses server via IP 194.54.207.145 dengan API Key 9NK0YBVMZZN2OAOUBV0F terdeteksi.
HRD,Data Karyawan: Dewi Lestari (NIK: 2019994609895304) Gaji Rp 11jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
Keuangan,"Transfer Rp 24,000,000 ke Bank BNI rek 4064672595 a/n Siti Aminah."
IT Security,Peringatan: Akses server via IP 53.214.73.248 dengan API Key 2OJQT9HUGHX7V1ELENEC terdeteksi.
Keuangan,"Transfer Rp 19,000,000 ke Bank Mandiri rek 5557416358 a/n Dewi Lestari."
Keuangan,"Transfer Rp 94,000,000 ke Bank BRI rek 3262900556 a/n Siti Aminah."
Keuangan,"Transfer Rp 51,000,000 ke Bank BRI rek 1533661039 a/n Dewi Lestari."
IT Security,Peringatan: Akses server via IP 78.134.123.11 dengan API Key T3WUOUC55BLQQDS427G6 terdeteksi.
IT Security,Peringatan: Akses server via IP 152.217.162.168 dengan API Key BZ6FZ422YI0M2FWVEJEO terdeteksi.
Strategi,Proyek Strategis 2026: Rencana akuisisi Nusantara.
Keuangan,"Transfer Rp 23,000,000 ke Bank Mandiri rek 9759766694 a/n Siti Aminah."
HRD,Data Karyawan: Budi Santoso (NIK: 3733657813911134) Gaji Rp 11jt.
Keuangan,"Transfer Rp 77,000,000 ke Bank BRI rek 7864886918 a/n Budi Santoso."
Keuangan,"Transfer Rp 27,000,000 ke Bank BRI rek 2741058682 a/n Budi Santoso."
HRD,Data Karyawan: Rizky Pratama (NIK: 0104732459904579) Gaji Rp 42jt.
Strategi,Proyek Strategis 2026: Rencana akuisisi Garuda.
IT Security,Peringatan: Akses server via IP 109.179.205.152 dengan API Key 6EZTCSF2BX6P1K4BX17H terdeteksi.
Keuangan,"Transfer Rp 1,000,000 ke Bank BCA rek 8826487473 a/n Rizky Pratama."
